"","lights","Press_mm_hg","RH_1","RH_2","RH_3","RH_4","RH_5","RH_6","RH_7","RH_8","RH_9","RH_out","T_out","T1","T2","T6","T7","T8","hour","time_of_day","day_of_year","logAppliances","logVisibility","logWindspeed","logTdewpoint","logT9","logT3","logT4","logT5"
"12",60,734.433333333333,46.3966666666667,44.4,44.8266666666667,46.43,55,87.9933333333333,44.2633333333333,48.6333333333333,45.29,91.1666666666667,5.98333333333333,20.0666666666667,19.4266666666667,6.12333333333333,17.53,18.0666666666667,18,0,11,1.77632779193515,17.7859626003525,2.33131944000114,7.25600357897041,1.44102705156901,1.10545850826429,5.8631526846132,0.835390439118437
"13",50,734.5,48,44.4,44.9,46.3633333333333,55.09,88.59,45.4933333333333,48.56,45.29,91,6,20.1333333333333,19.5666666666667,6.12333333333333,17.8233333333333,18.0666666666667,19,0,11,1.76622072849916,17.7859626003525,2.37959761866943,7.24602155150471,1.44195303122043,1.10588286316975,5.8631526846132,0.835390439118437
"14",40,734.616666666667,52.7266666666667,45.1,45.4933333333333,47.2233333333333,55.1633333333333,88.215,46.16,48.6666666666667,45.3266666666667,90.5,6,20.26,19.73,6.0675,17.9633333333333,18.0333333333333,19,0,11,1.74311928807411,17.7859626003525,2.37959761866943,7.19606402919483,1.44102705156901,1.10588286316975,5.8631526846132,0.835390439118437
"15",10,734.733333333333,55.8933333333333,45.8333333333333,47.5266666666667,48.6966666666667,55.5,88.1566666666667,45.5333333333333,49.1933333333333,45.345,90,6,20.4266666666667,19.8566666666667,5.9,17.9633333333333,18.1,19,0,11,1.68462601435522,17.7859626003525,2.37959761866943,7.14602700478362,1.44102705156901,1.10648434781338,5.8631526846132,0.835390439118437
"16",10,734.85,53.8933333333333,46.7566666666667,48.4666666666667,48.49,56.0425,88.3666666666667,44.9266666666667,49.2,45.3266666666667,89.5,6,20.5666666666667,20.0333333333333,5.8,17.89,18.15,19,0,11,1.68462601435522,17.7859626003525,2.37959761866943,7.09590974983331,1.44102705156901,1.10676143514125,5.8631526846132,0.835501304553522
"17",10,734.966666666667,52.66,47.2233333333333,48.53,48.1566666666667,56.49,88.16,44.2666666666667,49.6333333333333,45.29,89,6,20.73,20.1666666666667,5.72666666666667,17.76,18.23,19,0,11,1.67582955550487,17.7859626003525,2.37959761866943,7.04571152363263,1.44102705156901,1.10717393008212,5.84967756546387,0.835538105330014
"18",30,735.083333333333,53.66,47.0566666666667,48.4475,47.9633333333333,56.9333333333333,87.3,43.7266666666667,50.0266666666667,45.29,88.5,6,20.8566666666667,20.2,5.52666666666667,17.7,18.3566666666667,19,0,11,1.65268900857331,17.7859626003525,2.37959761866943,6.99543157289422,1.44102705156901,1.10717393008212,5.84292873199276,0.835611476744234
"19",30,735.2,51.1933333333333,46.33,48.1933333333333,48.63,57.06,86.76,43.16,50.2,45.2,88,6,20.89,20.2,5.33333333333333,17.6666666666667,18.5333333333333,20,0,11,1.66537856007471,17.7859626003525,2.37959761866943,6.94506913144222,1.44102705156901,1.10717393008212,5.85641887536727,0.835611476744234
"20",40,735.233333333333,49.8,46.0266666666667,47.6333333333333,49.5,70.7266666666667,87.4633333333333,42.6933333333333,50.26,45.2,87.8333333333333,6,20.89,20.2,5.33333333333333,17.6,18.6666666666667,20,0,11,1.70956026917384,17.7859626003525,2.37959761866943,6.92490088333035,1.44102705156901,1.10703684730199,5.86926783973189,0.836454698872427
"21",20,735.266666666667,48.4333333333333,45.7225,47.3,49.9475,79,87.53,42.3333333333333,50.23,45.1266666666667,87.6666666666667,6,20.89,20.2,5.46666666666667,17.6,18.73,20,0,11,1.69870310780975,17.7859626003525,2.37959761866943,6.90471926167104,1.44102705156901,1.10703684730199,5.89518869755839,0.837417158444806
"22",40,735.3,47.6333333333333,45.53,47.0266666666667,49.6966666666667,79.73,86.9566666666667,42.0666666666667,50.29,45.1266666666667,87.5,6,20.9633333333333,20.26,5.5,17.5333333333333,18.8566666666667,20,0,11,1.72855175760809,17.7859626003525,2.37959761866943,6.88452421563111,1.44102705156901,1.10717393008212,5.91068831708829,0.836607445917164
"23",40,735.333333333333,47.0633333333333,45.2233333333333,46.8266666666667,49.1666666666667,79.2566666666667,86.5633333333333,43.6333333333333,50.1633333333333,45.06,87.3333333333333,6,21.0333333333333,20.29,5.56,17.6333333333333,18.89,20,0,11,1.69215939981435,17.7859626003525,2.37959761866943,6.86431569402363,1.44102705156901,1.10741963973999,5.9222114654196,0.836468641555868
"24",40,735.366666666667,46.5966666666667,44.9633333333333,46.6333333333333,48.4266666666667,78.3933333333333,86.33,43.6333333333333,50.03,45,87.1666666666667,6,21.1,20.3566666666667,5.62333333333333,17.76,18.9633333333333,20,0,11,1.69215939981435,17.7859626003525,2.37959761866943,6.84409364530434,1.44102705156901,1.10754199632767,5.93431762754111,0.836398814284844
"25",30,735.4,46.06,44.76,46.4333333333333,48.1933333333333,82.46,86.0633333333333,43.46,49.76,44.9666666666667,87,6,21.1333333333333,20.4266666666667,5.76333333333333,17.8566666666667,19,21,0,11,1.69215939981435,17.7859626003525,2.37959761866943,6.82385801756806,1.44102705156901,1.10754199632767,5.93431762754111,0.836799889389321
"26",20,735.466666666667,45.8,44.76,46.2233333333333,47.8,82.59,85.59,43.4,49.7,44.9,87.1666666666667,5.93333333333333,21.2,20.5,5.65666666666667,17.79,19.0666666666667,21,0,11,1.69215939981435,17.7859626003525,2.37959761866943,6.80360875854495,1.44102705156901,1.10794747376128,5.93431762754111,0.837980494633583
"27",30,735.533333333333,45.9,45.09,46.09,47.56,70.99,85.73,43.79,49.6333333333333,44.79,87.3333333333333,5.86666666666667,21.29,20.5333333333333,5.53,17.89,19.1333333333333,21,0,11,1.68462601435522,17.7859626003525,2.37959761866943,6.78334581559681,1.44102705156901,1.10794747376128,5.93431762754111,0.837980494633583
"28",20,735.6,45.8266666666667,45.1633333333333,46.09,47.5,62.43,86.3266666666667,43.79,49.4333333333333,44.79,87.5,5.8,21.3566666666667,20.6666666666667,5.43333333333333,17.89,19.2,21,0,11,1.68462601435522,17.7859626003525,2.37959761866943,6.7630691357133,1.44102705156901,1.10794747376128,5.93431762754111,0.838438614033475
"29",20,735.666666666667,45.69,45.06,46.09,47.9933333333333,59.03,86.6,43.7,49.4,44.7,87.6666666666667,5.73333333333333,21.39,20.7,5.5,17.89,19.23,21,0,11,1.68462601435522,17.7859626003525,2.37959761866943,6.74277866550809,1.44102705156901,1.10794747376128,5.94096580343005,0.838561885039302
"30",20,735.733333333333,45.3333333333333,44.9333333333333,46.06,48.4666666666667,56.7266666666667,86.4666666666667,43.57,49.3266666666667,44.7,87.8333333333333,5.66666666666667,21.5,20.7,5.59,17.865,19.29,21,0,11,1.68462601435522,17.7859626003525,2.37959761866943,6.72247435121498,1.44102705156901,1.10794747376128,5.96628351388011,0.838847876360136
"31",20,735.8,45.1266666666667,44.6333333333333,46,48.0933333333333,55.3333333333333,86.325,43.4,49.1633333333333,44.59,88,5.6,21.5,20.79,5.59,17.79,19.29,22,1,11,1.69215939981435,17.7859626003525,2.37959761866943,6.70215613868401,1.44017984374847,1.10794747376128,5.98430379940526,0.839099144549495
"32",20,735.883333333333,44.9666666666667,44.36,45.9333333333333,47.5,54.0933333333333,86.2266666666667,43.2233333333333,49.03,44.53,87.8333333333333,5.65,21.5333333333333,20.79,5.65666666666667,17.79,19.3566666666667,22,1,11,1.76352038411824,17.7859626003525,2.42694995098834,6.71231698562871,1.44017984374847,1.10809523927923,5.97229615505413,0.839223288032515
"33",20,735.966666666667,44.7666666666667,44.2233333333333,45.9333333333333,47.6266666666667,53.3666666666667,85.7666666666667,43.03,48.8633333333333,44.59,87.6666666666667,5.7,21.6,20.89,5.83333333333333,17.79,19.39,22,1,11,1.76352038411824,17.7859626003525,2.47341851278588,6.72247435121498,1.44102705156901,1.10838932031979,5.98969959347436,0.839340610088878
"34",30,736.05,44.56,43.9633333333333,45.79,47.5666666666667,52.4725,85.0333333333333,42.76,48.8633333333333,44.5225,87.5,5.75,21.6,20.9633333333333,5.9,17.79,19.39,22,1,11,1.76254959959472,17.7859626003525,2.51904241995051,6.73262824224785,1.44102705156901,1.10838932031979,6.06119596735434,0.839442546528674
"35",20,736.133333333333,44.36,43.8333333333333,45.73,47.2233333333333,51.99,84.1266666666667,42.6266666666667,48.95,44.4333333333333,87.3333333333333,5.8,21.6,21,6,17.79,19.34,22,1,11,1.74108800227367,17.7859626003525,2.56385810662684,6.74277866550809,1.44017984374847,1.10838932031979,6.14942367712866,0.839514950390287
"36",20,736.216666666667,44.2,43.7,45.59,47.03,51.52,84.06,42.6266666666667,49.23,44.5,87.1666666666667,5.85,21.6,21,6,17.7,19.29,22,1,11,1.63684319755826,17.7859626003525,2.60789957101351,6.75292562775234,1.44102705156901,1.10838932031979,6.21912181731495,0.839553908090781
"37",20,736.3,44.2,43.59,45.545,46.5266666666667,51.23,84.79,42.76,49.43,44.5,87,5.9,21.6,21,5.96666666666667,17.7,19.3566666666667,23,1,11,1.63684319755826,17.7859626003525,2.65119859322895,6.7630691357133,1.44102705156901,1.1080583433847,6.24851195961919,0.839670194717095
"38",20,736.4,44.2,43.59,45.6633333333333,46.4,51.06,85.5966666666667,43.03,49.89,45.0666666666667,87.8333333333333,5.8,21.6,21,5.9,17.7,19.39,23,1,11,1.63684319755826,16.7562050157957,2.60789957101351,6.79347900086589,1.44102705156901,1.10794747376128,6.22547242321393,0.839670194717095
"39",10,736.5,44.2,43.7,45.73,46.4333333333333,50.9333333333333,86.26,43.1633333333333,50.1633333333333,45.26,88.6666666666667,5.7,21.6,21,5.76333333333333,17.7,19.39,23,1,11,1.61629795971556,15.701665317888,2.56385810662684,6.82385801756806,1.44102705156901,1.10754199632767,6.21334299600373,0.839670194717095
"40",20,736.6,44.23,43.76,45.79,46.5675,50.8633333333333,86.5933333333333,43.4,50.4633333333333,45.4333333333333,89.5,5.6,21.5,20.9266666666667,5.62333333333333,17.7,19.39,23,1,11,1.65268900857331,14.6194721935678,2.51904241995051,6.85420636378853,1.44102705156901,1.10754199632767,6.1962645848102,0.839670194717095
"41",20,736.7,44.3633333333333,43.845,45.79,46.59,50.79,87.4966666666667,43.4666666666667,50.7233333333333,45.56,90.3333333333333,5.5,21.5,20.89,5.59,17.7,19.39,23,1,11,1.63684319755826,13.5061053801971,2.47341851278588,6.88452421563111,1.44102705156901,1.10754199632767,6.1727422966769,0.839670194717095
"42",20,736.8,44.4333333333333,43.79,45.6566666666667,46.79,50.6633333333333,87.8966666666667,43.6266666666667,50.9633333333333,45.6266666666667,91.1666666666667,5.4,21.39,20.79,5.59,17.7,19.39,23,1,11,1.58820668310813,12.3571615998827,2.42694995098834,6.91481174736295,1.44102705156901,1.10729695145584,6.16750315353243,0.839514950390287
"43",10,736.9,44.56,43.8633333333333,45.6633333333333,46.79,50.53,88.6333333333333,43.76,51.1633333333333,45.7,92,5.3,21.39,20.79,5.59,17.7,19.39,0,1,12,1.58820668310813,11.1669966291415,2.37959761866943,6.94506913144222,1.44102705156901,1.10717393008212,6.1558449402907,0.839514950390287
"44",20,737,44.8266666666667,44,45.59,46.9333333333333,50.5,89.0266666666667,43.9333333333333,51.5,45.79,92,5.26666666666667,21.29,20.7,5.53,17.7,19.4633333333333,0,1,12,1.54655988920697,12.3571615998827,2.37959761866943,6.92490088333035,1.44102705156901,1.10717393008212,6.14416501923985,0.839514950390287
"45",20,737.1,44.9666666666667,44,45.5,47.1333333333333,50.4333333333333,89.4,44.3333333333333,51.56,45.8633333333333,92,5.23333333333333,21.29,20.6333333333333,5.53,17.76,19.39,0,1,12,1.58820668310813,13.5061053801971,2.37959761866943,6.90471926167104,1.44102705156901,1.10703684730199,6.13246327939668,0.839514950390287
"46",20,737.2,45.09,44.03,45.5,47.23,50.3633333333333,89.1933333333333,44.9633333333333,51.86,45.9,92,5.2,21.26,20.6,5.53,17.79,19.39,0,1,12,1.61629795971556,14.6194721935678,2.37959761866943,6.88452421563111,1.44102705156901,1.10676143514125,6.13246327939668,0.839457054393714
"47",10,737.3,45.09,44.09,45.5,47.23,50.29,89.4,45.2233333333333,52,45.9666666666667,92,5.16666666666667,21.2,20.6,5.4,17.79,19.39,0,1,12,1.75310701277341,15.701665317888,2.37959761866943,6.86431569402363,1.44102705156901,1.10676143514125,6.1195660312671,0.839340610088878
"48",20,737.4,45.23,44.1266666666667,45.5,47.36,50.26,88.99,45.3266666666667,52.09,46.03,92,5.13333333333333,21.1666666666667,20.5,5.2,17.79,19.3566666666667,0,1,12,1.76153956559553,16.7562050157957,2.37959761866943,6.84409364530434,1.44102705156901,1.10676143514125,6.12543171595343,0.839282059384189
"49",20,737.5,45.3725,44.2,45.53,47.56,50.1266666666667,89.0633333333333,45.425,52.1633333333333,46.09,92,5.1,21.075,20.5,4.86666666666667,17.79,19.29,1,1,12,1.76153956559553,17.7859626003525,2.37959761866943,6.82385801756806,1.44102705156901,1.10676143514125,6.18378839233872,0.839164294813743
"50",20,737.633333333333,45.4,44.2,45.59,47.4666666666667,50.09,91.16,45.56,52.5,46.2,92,5.11666666666667,21,20.39,4.93333333333333,17.79,19.29,1,1,12,1.76048759814423,17.7859626003525,2.33131944000114,6.8339775320716,1.44102705156901,1.10676143514125,6.26516341912922,0.839164294813743
"51",10,737.766666666667,45.59,44.26,45.59,47.4,50.03,91.4333333333333,45.73,52.9,46.2,92,5.13333333333333,21,20.39,5,17.79,19.23,1,1,12,1.69870310780975,17.7859626003525,2.28207006329301,6.84409364530434,1.44102705156901,1.10676143514125,6.3222503400126,0.839164294813743
"52",0,737.9,45.59,44.29,45.53,46.9666666666667,50.03,91.26,45.8633333333333,53.5,46.29,92,5.15,20.9266666666667,20.29,4.86666666666667,17.79,19.29,1,1,12,1.61629795971556,17.7859626003525,2.23180050095123,6.85420636378853,1.44102705156901,1.10703684730199,6.37206862335716,0.839164294813743
"53",0,738.033333333333,45.6666666666667,44.29,45.5,46.2266666666667,50.09,91.5933333333333,45.8266666666667,53.96,46.4333333333333,92,5.16666666666667,20.89,20.23,4.72666666666667,17.79,19.29,1,1,12,1.58820668310813,17.7859626003525,2.18045771761723,6.86431569402363,1.44102705156901,1.10689934963692,6.36078019975185,0.839033722690374
"54",0,738.166666666667,46.06,44.4,45.5,46.06,50.09,91.76,45.9666666666667,54.4633333333333,46.6333333333333,92,5.18333333333333,20.89,20.2,4.46666666666667,17.79,19.29,1,1,12,1.61629795971556,17.7859626003525,2.12798415715252,6.87442164248641,1.44102705156901,1.10717393008212,6.3341740125515,0.838968027574713
"55",0,738.3,46.2,44.4666666666667,45.5,45.9333333333333,50.1725,91.76,46,54.7225,46.8266666666667,92,5.2,20.79,20.2,4.33333333333333,17.79,19.2225,2,1,12,1.58820668310813,17.7859626003525,2.07431719709534,6.88452421563111,1.44102705156901,1.10703684730199,6.3114430668028,0.838968027574713
"56",0,738.4,46.2,44.53,45.425,45.9,50.2,91.8333333333333,46,54.9666666666667,46.9666666666667,92,5.13333333333333,20.79,20.1,4.15666666666667,17.79,19.2,2,1,12,1.61629795971556,17.7859626003525,2.01938851664389,6.84409364530434,1.44195303122043,1.10686491016715,6.2811993843382,0.838968027574713
"57",0,738.5,46.26,44.59,45.4,45.9,50.09,92.5666666666667,46,54.9666666666667,47.23,92,5.06666666666667,20.7,20.1,4.15666666666667,17.89,19.2,2,1,12,1.61629795971556,17.7859626003525,1.96312336095793,6.80360875854495,1.44241370458055,1.10689934963692,6.25942646932767,0.838787456748837
"58",0,738.6,46.2,44.4333333333333,45.5,45.9,50.09,93.53,46.06,54.9,47.3633333333333,92,5,20.7,20,4.33333333333333,17.89,19.2,2,1,12,1.61629795971556,17.7859626003525,1.90543968039928,6.7630691357133,1.44241370458055,1.10717393008212,6.23124017238093,0.838787456748837
"59",0,738.7,46.2,44.5,45.5,45.9,50.09,93.3233333333333,46.09,54.8633333333333,47.53,92,4.93333333333333,20.6,20,4.33333333333333,17.89,19.2,2,1,12,1.58820668310813,17.7859626003525,1.84624711795356,6.72247435121498,1.44241370458055,1.10717393008212,6.20698017871287,0.838787456748837
"60",0,738.8,46.1266666666667,44.5,45.4,45.9,50.09,93.1266666666667,45.9633333333333,54.79,47.6633333333333,92,4.86666666666667,20.6,20,4.19,17.8233333333333,19.1333333333333,2,1,12,1.58820668310813,17.7859626003525,1.78544581108189,6.68182397337738,1.44241370458055,1.10717393008212,6.17536023129175,0.838678118334422
"61",0,738.9,46.0666666666667,44.59,45.4,46,50.09,92.8666666666667,45.9666666666667,54.9,47.8266666666667,92,4.8,20.5666666666667,19.89,4.06333333333333,17.8566666666667,19.2,3,1,12,1.54655988920697,17.7859626003525,1.72292496507117,6.6411175643227,1.44241370458055,1.10717393008212,6.16167675348732,0.838623166034711
"62",0,739.016666666667,46.2,44.53,45.4666666666667,46,50.09,92.9666666666667,45.9666666666667,54.9666666666667,47.9,92.1666666666667,4.81666666666667,20.5,19.8233333333333,3.86333333333333,17.8566666666667,19.2,3,1,12,1.47557586395732,17.7859626003525,1.84624711795356,6.66147780036546,1.44241370458055,1.10754199632767,6.13831688363996,0.838623166034711
"63",0,739.133333333333,46.29,44.53,45.4,46.03,50.09,93.0933333333333,46.2,55.09,48.03,92.3333333333333,4.83333333333333,20.5,19.79,3.79,17.89,19.2,3,1,12,1.47557586395732,17.7859626003525,1.96312336095793,6.68182397337738,1.44241370458055,1.10754199632767,6.11310740923084,0.838623166034711
"64",0,739.25,46.23,44.53,45.4,46.1633333333333,50.03,94.045,46.2,55.03,48.09,92.5,4.85,20.4266666666667,19.79,3.895,17.89,19.2,3,1,12,1.58820668310813,17.7859626003525,2.07431719709534,6.70215613868401,1.44241370458055,1.10717393008212,6.11310740923084,0.838500368149717
"65",0,739.366666666667,46.29,44.59,45.4,46.2,50,94.6566666666667,46.2,54.8633333333333,48.29,92.6666666666667,4.86666666666667,20.39,19.76,4.19,17.89,19.2,3,1,12,1.61629795971556,17.7859626003525,2.18045771761723,6.72247435121498,1.44324737078762,1.10717393008212,6.0954589243823,0.838438614033475
"66",0,739.483333333333,46.3633333333333,44.59,45.5,46.26,50,94.7966666666667,46.1266666666667,54.73,48.3633333333333,92.8333333333333,4.88333333333333,20.39,19.7,4.26333333333333,17.89,19.2,3,1,12,1.61629795971556,17.7859626003525,2.28207006329301,6.74277866550809,1.44324737078762,1.10717393008212,6.08484578574378,0.838438614033475
"67",0,739.6,46.5,44.7,45.5,46.29,50,95.03,46.09,54.56,48.4633333333333,93,4.9,20.29,19.7,4.46333333333333,17.89,19.1,4,1,12,1.58820668310813,17.7859626003525,2.37959761866943,6.7630691357133,1.44283116801369,1.10741963973999,6.06178831201419,0.838438614033475
"68",0,739.65,46.545,44.6266666666667,45.5,46.29,50,95.03,45.92,54.5,48.59,92.6666666666667,4.91666666666667,20.29,19.6333333333333,4.59,17.89,19.1,4,1,12,1.61629795971556,17.7859626003525,2.33131944000114,6.74277866550809,1.44283116801369,1.10754199632767,6.04993065354293,0.838314388741336
"69",0,739.7,46.5,44.59,45.5,46.4,50,94.8666666666667,45.73,54.5,48.7666666666667,92.3333333333333,4.93333333333333,20.23,19.6,4.72666666666667,17.89,19.1,4,1,12,1.58820668310813,17.7859626003525,2.28207006329301,6.72247435121498,1.44283116801369,1.10754199632767,6.04399330385968,0.838251914850441
"70",0,739.75,46.4333333333333,44.59,45.5,46.4666666666667,50,94.7266666666667,45.7,54.5,48.9,92,4.95,20.2,19.6,4.8,17.89,19.1,4,1,12,1.58820668310813,17.7859626003525,2.23180050095123,6.70215613868401,1.44283116801369,1.10754199632767,6.03091104874332,0.838251914850441
"71",0,739.8,46.56,44.7,45.56,46.4666666666667,50,94.4933333333333,45.7,54.4,49.045,91.6666666666667,4.96666666666667,20.2,19.5666666666667,4.8,17.89,19.1,4,1,12,1.58820668310813,17.7859626003525,2.18045771761723,6.68182397337738,1.4436623191604,1.10754199632767,6.01839755798885,0.838251914850441
"72",0,739.85,46.3633333333333,44.7,45.59,46.4666666666667,50,94.2266666666667,45.59,54.4,49.2,91.3333333333333,4.98333333333333,20.1666666666667,19.5,4.8,17.89,19.1,4,1,12,1.63684319755826,17.7859626003525,2.12798415715252,6.66147780036546,1.4436623191604,1.10754199632767,6.00645631257819,0.838251914850441
"73",0,739.9,46.3633333333333,44.79,45.59,46.59,50,94.1266666666667,45.6633333333333,54.29,49.26,91,5,20.1,19.5,4.8,17.89,19.1,5,1,12,1.61629795971556,17.7859626003525,2.07431719709534,6.6411175643227,1.4436623191604,1.10754199632767,6.00107519597233,0.838251914850441
"74",0,739.966666666667,46.5,44.73,45.59,46.6633333333333,49.975,94,45.59,54.23,49.29,91.6666666666667,4.98333333333333,20.1,19.4266666666667,4.8,17.89,19.1,5,1,12,1.61629795971556,17.7859626003525,2.01938851664389,6.69199180355152,1.4436623191604,1.10754199632767,5.99029883398448,0.838200191275955
"75",0,740.033333333333,46.36,44.73,45.59,46.6633333333333,49.9,93.5633333333333,45.59,54.045,49.3633333333333,92.3333333333333,4.96666666666667,20.0333333333333,19.39,4.76333333333333,17.89,19.05,5,1,12,1.58820668310813,17.7859626003525,1.96312336095793,6.74277866550809,1.4436623191604,1.10754199632767,5.98430379940526,0.838044021818573
"76",0,740.1,46.29,44.79,45.59,46.59,49.9,94.0233333333333,45.6266666666667,54,49.4333333333333,93,4.95,20,19.39,4.76333333333333,17.89,19,5,1,12,1.58820668310813,17.7859626003525,1.90543968039928,6.79347900086589,1.4436623191604,1.10781271926843,5.97229615505413,0.838044021818573
"77",0,740.166666666667,46.29,44.79,45.59,46.6266666666667,49.9,94.7266666666667,45.6266666666667,54,49.56,93.6666666666667,4.93333333333333,20,19.39,4.83333333333333,17.89,19.0666666666667,5,1,12,1.58820668310813,17.7859626003525,1.84624711795356,6.84409364530434,1.4436623191604,1.10794747376128,5.97229615505413,0.838044021818573
"78",0,740.233333333333,46.23,44.79,45.59,46.7,49.9,95,45.59,53.9,49.6266666666667,94.3333333333333,4.91666666666667,20,19.39,4.83333333333333,17.89,19.1,5,1,12,1.58820668310813,17.7859626003525,1.78544581108189,6.89462341988951,1.4436623191604,1.10767756074957,5.97229615505413,0.838044021818573
"79",0,740.3,46.23,44.9,45.59,46.7,49.9,95.53,45.7233333333333,53.8266666666667,49.7,95,4.9,19.9266666666667,19.29,4.9,17.89,19.0333333333333,6,2,12,1.61629795971556,17.7859626003525,1.72292496507117,6.94506913144222,1.4436623191604,1.10767756074957,5.95424051451235,0.838044021818573
"80",10,740.433333333333,46.23,44.925,45.59,46.7,49.9333333333333,95.82,45.9,53.79,49.8266666666667,94.6666666666667,4.93333333333333,19.89,19.29,4.9975,17.89,19,6,2,12,1.65268900857331,17.1594705779047,1.78544581108189,6.94506913144222,1.4436623191604,1.10767756074957,5.95424051451235,0.837980494633583
"81",0,740.566666666667,46.43,45,45.59,46.7,50,96.03,45.9666666666667,53.79,49.9666666666667,94.3333333333333,4.96666666666667,19.89,19.29,5.09,17.89,19,6,2,12,1.58820668310813,16.5240970301539,1.84624711795356,6.94506913144222,1.4436623191604,1.10754199632767,5.94096580343005,0.837852692799864
"82",0,740.7,46.6266666666667,45.1266666666667,45.59,46.7,50.1266666666667,95.9,45.9,53.76,50,94,5,19.89,19.29,5,17.89,19,6,2,12,1.54655988920697,15.8792577388338,1.90543968039928,6.94506913144222,1.44407601934687,1.10754199632767,5.93431762754111,0.837852692799864
"83",10,740.833333333333,46.7,45.2,45.5,46.7,50.2,95.9666666666667,45.8266666666667,53.7,50,93.6666666666667,5.03333333333333,19.89,19.218,5,17.89,19,6,2,12,1.47557586395732,15.224296651166,1.96312336095793,6.94506913144222,1.44489969980666,1.10754199632767,5.93431762754111,0.837852692799864
